index,l1_loss,d_recon,d_fake,d_real,d_loss,loss1,loss2
500,4.9415483474731445,-8822.685546875,-8560.322265625,-17847.96875,17383.0078125,17394.7109375,-35411.875
501,6.326016426086426,-8929.76953125,-8826.43359375,-17869.060546875,17756.203125,17770.80078125,-35535.484375
502,6.749688148498535,-8926.2412109375,-8838.3359375,-17928.48046875,17764.578125,17778.8359375,-35753.9921875
503,6.795568943023682,-8949.05859375,-8866.5849609375,-17984.103515625,17815.64453125,17829.619140625,-35816.86328125
504,6.900362968444824,-9003.51171875,-8917.78125,-18027.97265625,17921.29296875,17934.9921875,-35931.84375
505,6.8289713859558105,-9024.1943359375,-8943.9296875,-18073.84375,17968.125,17981.125,-36036.87890625
506,6.66386604309082,-9052.232421875,-8970.87890625,-18069.84765625,18023.111328125,18036.494140625,-36050.35546875
507,6.589045524597168,-9068.39453125,-8982.716796875,-18161.1640625,18051.111328125,18064.830078125,-36222.51171875
508,6.585561752319336,-9096.7998046875,-8984.10546875,-18209.15625,18080.90625,18094.689453125,-36317.9140625
509,6.4277191162109375,-9128.298828125,-9024.2763671875,-18257.462890625,18152.57421875,18166.59765625,-36426.1640625
510,6.512119770050049,-9152.25,-9075.556640625,-18311.158203125,18227.806640625,18241.20703125,-36493.3046875
511,6.363284587860107,-9169.533203125,-9095.3291015625,-18300.451171875,18264.86328125,18278.96484375,-36537.375
512,6.340129852294922,-9185.375,-9088.806640625,-18394.671875,18274.181640625,18287.890625,-36689.94921875
513,6.1763410568237305,-9205.84375,-9129.77734375,-18441.0,18335.62109375,18349.642578125,-36801.828125
514,6.371869087219238,-9239.7392578125,-9152.3037109375,-18478.7734375,18392.04296875,18406.1875,-36869.65625
515,6.023025989532471,-9263.876953125,-9165.9638671875,-18518.109375,18429.83984375,18442.85546875,-36959.6484375
516,5.920267581939697,-9293.671875,-9189.8583984375,-18533.04296875,18483.53125,18496.990234375,-37001.98046875
517,5.77349853515625,-9316.5693359375,-9208.107421875,-18599.81640625,18524.67578125,18538.26171875,-37080.4921875
518,5.548800468444824,-9332.375,-9215.8837890625,-18661.134765625,18548.2578125,18561.705078125,-37193.76953125
519,5.510350227355957,-9349.123046875,-9257.650390625,-18703.98828125,18606.7734375,18620.9296875,-37257.578125
520,5.617855072021484,-9370.30078125,-9269.6845703125,-18753.33203125,18639.984375,18653.384765625,-37340.953125
521,5.716609954833984,-9386.515625,-9269.5712890625,-18792.9453125,18656.0859375,18670.255859375,-37418.3828125
522,5.874983787536621,-9408.521484375,-9296.1259765625,-18828.7421875,18704.6484375,18718.462890625,-37533.54296875
523,5.980872631072998,-9430.015625,-9311.73046875,-18884.2734375,18741.74609375,18755.78125,-37627.05078125
524,6.083878993988037,-9449.099609375,-9309.185546875,-18924.390625,18758.28515625,18772.1328125,-37731.59375
525,6.198732376098633,-9487.1796875,-9358.642578125,-18965.818359375,18845.822265625,18859.11328125,-37843.203125
526,6.221457004547119,-9531.505859375,-9399.6259765625,-19022.185546875,18931.1328125,18943.970703125,-37943.9140625
527,6.379385948181152,-9565.08203125,-9402.2392578125,-19064.49609375,18967.3203125,18980.79296875,-38050.875
528,6.390683650970459,-9594.283203125,-9420.7158203125,-19115.08203125,19015.0,19027.560546875,-38138.4296875
529,6.284697532653809,-9608.1064453125,-9439.28515625,-19161.197265625,19047.390625,19060.1484375,-38252.109375
530,6.148891448974609,-9622.71484375,-9474.869140625,-19198.181640625,19097.583984375,19110.353515625,-38294.16796875
531,5.963282585144043,-9634.326171875,-9500.47265625,-19243.953125,19134.798828125,19146.486328125,-38384.0625
532,5.682097434997559,-9648.955078125,-9533.5849609375,-19294.33984375,19182.5390625,19194.107421875,-38467.8046875
533,5.505631446838379,-9676.5791015625,-9531.60546875,-19331.619140625,19208.18359375,19219.251953125,-38550.27734375
534,5.34480619430542,-9701.4990234375,-9574.2861328125,-19377.146484375,19275.78515625,19287.275390625,-38659.0
535,5.238576412200928,-9737.19921875,-9591.5673828125,-19421.255859375,19328.765625,19339.96484375,-38775.5859375
536,5.244009017944336,-9767.1240234375,-9621.7734375,-19476.431640625,19388.8984375,19399.69921875,-38892.36328125
537,5.398234844207764,-9801.1943359375,-9609.240234375,-19514.494140625,19410.43359375,19421.03515625,-38982.28125
538,5.58159875869751,-9833.984375,-9643.4150390625,-19563.578125,19477.3984375,19488.1484375,-39056.8671875
539,5.814961910247803,-9853.083984375,-9682.7021484375,-19608.5390625,19535.78515625,19547.3046875,-39183.12890625
540,5.978663444519043,-9886.005859375,-9716.4609375,-19665.46875,19602.466796875,19613.99609375,-39268.515625
541,6.204679489135742,-9911.4140625,-9725.810546875,-19706.16015625,19637.224609375,19648.763671875,-39333.1953125
542,6.395227432250977,-9941.021484375,-9738.01171875,-19740.162109375,19679.033203125,19691.14453125,-39413.6640625
543,6.6866374015808105,-9952.3115234375,-9776.8515625,-19801.853515625,19729.1640625,19741.765625,-39519.3203125
544,6.631508827209473,-9973.90234375,-9784.240234375,-19845.25390625,19758.142578125,19770.49609375,-39579.515625
545,6.895853042602539,-9987.791015625,-9801.5283203125,-19894.294921875,19789.3203125,19801.9609375,-39684.71875
546,6.8319268226623535,-9986.4345703125,-9845.27734375,-19930.55078125,19831.7109375,19846.2890625,-39757.8046875
547,6.616456031799316,-9999.998046875,-9856.2900390625,-19989.5078125,19856.2890625,19870.017578125,-39816.85546875
548,6.032249450683594,-9999.18359375,-9898.33203125,-20025.90625,19897.515625,19911.2109375,-39906.6953125
549,5.794402122497559,-10026.80859375,-9899.34765625,-20056.39453125,19926.15625,19939.345703125,-39997.390625
550,5.7556047439575195,-10045.4140625,-9924.8515625,-20106.134765625,19970.265625,19984.099609375,-40087.40234375
551,5.873199462890625,-10067.1201171875,-9941.083984375,-20159.7890625,20008.203125,20021.451171875,-40184.8203125
552,5.937320709228516,-10105.990234375,-9973.6728515625,-20213.712890625,20079.6640625,20093.3203125,-40297.94140625
553,5.999669551849365,-10115.3623046875,-10011.162109375,-20256.90234375,20126.5234375,20140.5,-40376.69140625
554,6.5564494132995605,-10145.322265625,-10032.6943359375,-20278.48046875,20178.015625,20191.0,-40458.5078125
555,7.530806541442871,-10179.197265625,-10059.8662109375,-20348.45703125,20239.0625,20252.86328125,-40563.01171875
556,8.500572204589844,-10185.076171875,-10109.2294921875,-20392.84375,20294.3046875,20310.521484375,-40649.953125
557,9.34166145324707,-10214.8349609375,-10123.2939453125,-20436.943359375,20338.12890625,20354.900390625,-40797.05078125
558,10.041441917419434,-10249.17578125,-10138.4873046875,-20490.42578125,20387.6640625,20406.29296875,-40927.71875
559,10.328812599182129,-10279.74609375,-10161.54296875,-20536.099609375,20441.2890625,20458.8125,-40974.921875
560,10.217948913574219,-10307.2578125,-10191.96484375,-20586.0078125,20499.22265625,20516.50390625,-41075.2421875
561,10.456750869750977,-10311.1357421875,-10220.4375,-20644.794921875,20531.57421875,20548.00390625,-41149.734375
562,10.69271183013916,-10312.8671875,-10232.169921875,-20668.76171875,20545.037109375,20562.1875,-41163.2109375
563,11.291608810424805,-10313.146484375,-10261.5615234375,-20742.3359375,20574.70703125,20592.833984375,-41260.3203125
564,11.780265808105469,-10316.912109375,-10288.08984375,-20774.2734375,20605.001953125,20625.0703125,-41362.37109375
565,11.922380447387695,-10361.9814453125,-10292.78515625,-20812.716796875,20654.765625,20673.828125,-41453.89453125
566,11.814814567565918,-10383.98046875,-10295.3154296875,-20882.12109375,20679.296875,20697.865234375,-41595.7421875
567,11.631869316101074,-10414.9931640625,-10335.97265625,-20925.421875,20750.96484375,20769.96484375,-41697.80859375
568,11.513202667236328,-10450.3623046875,-10373.412109375,-20982.603515625,20823.7734375,20841.400390625,-41806.3046875
569,11.617578506469727,-10471.9658203125,-10372.4599609375,-21030.529296875,20844.42578125,20862.005859375,-41882.2578125
570,11.818534851074219,-10491.54296875,-10389.888671875,-21079.20703125,20881.431640625,20899.451171875,-41957.34375
571,11.80862808227539,-10509.173828125,-10434.400390625,-21123.4140625,20943.57421875,20962.123046875,-42080.1875
572,11.627374649047852,-10555.2197265625,-10462.439453125,-21168.08203125,21017.66015625,21035.2578125,-42175.20703125
573,11.43023681640625,-10583.5,-10489.755859375,-21227.73828125,21073.255859375,21091.078125,-42290.21875
574,11.21577262878418,-10604.150390625,-10513.609375,-21277.75390625,21117.759765625,21134.908203125,-42366.05078125
575,10.661958694458008,-10626.974609375,-10507.40625,-21322.90625,21134.380859375,21151.890625,-42469.203125
576,10.023131370544434,-10643.103515625,-10563.130859375,-21364.7265625,21206.234375,21222.80078125,-42593.9140625
577,9.66871166229248,-10676.71484375,-10578.65234375,-21416.171875,21255.3671875,21271.4375,-42715.79296875
578,9.343414306640625,-10708.0263671875,-10633.5068359375,-21463.671875,21341.533203125,21357.109375,-42770.84765625
579,9.247441291809082,-10739.7890625,-10621.7890625,-21506.9375,21361.578125,21376.912109375,-42871.6328125
580,9.266902923583984,-10769.84375,-10676.6494140625,-21561.2265625,21446.4921875,21462.763671875,-42988.453125
581,9.456960678100586,-10795.923828125,-10671.60546875,-21604.04296875,21467.529296875,21483.74609375,-43049.5703125
582,9.819293022155762,-10815.0126953125,-10683.072265625,-21661.318359375,21498.0859375,21514.216796875,-43154.09375
583,9.913521766662598,-10837.91015625,-10703.2373046875,-21701.755859375,21541.1484375,21557.244140625,-43254.75
584,9.989017486572266,-10875.15625,-10721.609375,-21751.833984375,21596.765625,21613.333984375,-43372.23046875
585,9.818941116333008,-10910.248046875,-10741.3818359375,-21810.341796875,21651.62890625,21668.12109375,-43477.71875
586,9.595024108886719,-10945.90625,-10741.953125,-21856.458984375,21687.859375,21703.798828125,-43577.6171875
587,9.32267951965332,-10968.201171875,-10798.9619140625,-21905.25390625,21767.1640625,21782.5625,-43654.1640625
588,9.318157196044922,-10987.44921875,-10797.8984375,-21957.390625,21785.34765625,21800.375,-43748.796875
589,9.065958023071289,-11017.111328125,-10843.4052734375,-22011.02734375,21860.515625,21877.0,-43852.05078125
590,8.944835662841797,-11041.048828125,-10847.783203125,-22062.974609375,21888.83203125,21904.634765625,-44013.89453125
591,8.494501113891602,-11039.4677734375,-10882.734375,-22103.09375,21922.203125,21937.876953125,-44027.4765625
592,8.338983535766602,-11047.224609375,-10947.291015625,-22160.328125,21994.515625,22009.548828125,-44124.7421875
593,8.226357460021973,-11055.748046875,-10940.38671875,-22196.8046875,21996.134765625,22011.603515625,-44212.8203125
594,7.967864036560059,-11070.958984375,-10975.9248046875,-22252.34765625,22046.8828125,22062.138671875,-44297.1875
595,7.748870372772217,-11095.931640625,-11008.70703125,-22305.353515625,22104.638671875,22120.119140625,-44451.390625
596,7.637939453125,-11132.86328125,-11063.134765625,-22356.9921875,22195.998046875,22210.6953125,-44508.0
597,7.27353048324585,-11158.74609375,-11070.5537109375,-22399.53125,22229.30078125,22244.25390625,-44596.51953125
598,7.045281410217285,-11181.6845703125,-11095.1298828125,-22460.59765625,22276.814453125,22290.234375,-44701.53125
599,6.576457977294922,-11187.751953125,-11082.4208984375,-22510.525390625,22270.171875,22283.876953125,-44779.6953125
600,6.236902236938477,-11208.0927734375,-11091.19921875,-22546.306640625,22299.29296875,22312.134765625,-44850.71484375
601,6.0651068687438965,-11233.986328125,-11139.6962890625,-22607.484375,22373.68359375,22386.841796875,-44985.4140625
602,5.9743266105651855,-11282.4931640625,-11169.642578125,-22653.57421875,22452.13671875,22463.908203125,-45105.3046875
603,5.713502883911133,-11311.85546875,-11199.4267578125,-22709.93359375,22511.28125,22522.46484375,-45250.65234375
604,5.940334796905518,-11357.685546875,-11228.3623046875,-22756.580078125,22586.046875,22596.92578125,-45363.09765625
605,6.106051921844482,-11404.3076171875,-11264.67578125,-22810.44921875,22668.984375,22680.423828125,-45482.1640625
606,6.12832498550415,-11437.4140625,-11297.013671875,-22855.62109375,22734.427734375,22745.623046875,-45619.86328125
607,6.2367658615112305,-11474.365234375,-11336.5625,-22912.580078125,22810.927734375,22821.9921875,-45750.65625
608,6.304814338684082,-11507.51171875,-11385.9853515625,-22950.255859375,22893.49609375,22904.14453125,-45820.25
609,6.388883590698242,-11546.505859375,-11378.3525390625,-23025.94921875,22924.859375,22935.3828125,-45972.51171875
610,6.366760730743408,-11572.28515625,-11410.794921875,-23068.400390625,22983.080078125,22993.255859375,-46051.69921875
611,6.2124152183532715,-11592.3017578125,-11458.814453125,-23096.423828125,23051.1171875,23062.8046875,-46131.24609375
612,6.363381385803223,-11626.34375,-11443.802734375,-23177.1875,23070.146484375,23080.265625,-46272.4140625
613,6.3600358963012695,-11636.615234375,-11494.02734375,-23223.25,23130.642578125,23140.833984375,-46316.9140625
614,6.231204032897949,-11636.404296875,-11521.849609375,-23279.888671875,23158.25390625,23168.255859375,-46355.3125
615,6.410804748535156,-11637.9609375,-11549.02734375,-23324.439453125,23186.98828125,23197.3125,-46453.4453125
616,6.593939781188965,-11659.283203125,-11555.87109375,-23382.94140625,23215.154296875,23226.12890625,-46589.6640625
617,6.771295547485352,-11685.8193359375,-11537.7783203125,-23435.9375,23223.59765625,23234.208984375,-46691.8515625
618,6.944924354553223,-11720.6611328125,-11561.890625,-23477.6328125,23282.55078125,23294.087890625,-46813.8359375
619,7.096329212188721,-11754.21875,-11614.86328125,-23538.08203125,23369.08203125,23380.5703125,-46954.7578125
620,7.183590412139893,-11785.07421875,-11645.986328125,-23588.421875,23431.060546875,23442.2265625,-46993.25390625
621,7.310667514801025,-11822.1787109375,-11706.03515625,-23644.67578125,23528.21484375,23540.60546875,-47184.28125
622,7.433044910430908,-11855.205078125,-11667.66015625,-23698.978515625,23522.865234375,23533.935546875,-47257.69140625
623,7.48274564743042,-11886.2421875,-11727.9140625,-23748.724609375,23614.15625,23625.458984375,-47343.14453125
624,7.742580890655518,-11900.6962890625,-11754.00390625,-23806.623046875,23654.69921875,23666.904296875,-47468.2421875
625,7.966799736022949,-11914.9892578125,-11801.501953125,-23862.09375,23716.4921875,23729.017578125,-47550.21875
626,8.105709075927734,-11919.076171875,-11812.1484375,-23899.771484375,23731.224609375,23744.251953125,-47597.4375
627,8.309807777404785,-11938.267578125,-11841.45703125,-23964.49609375,23779.724609375,23792.365234375,-47733.671875
628,8.392831802368164,-11970.9541015625,-11882.296875,-24017.439453125,23853.25,23865.607421875,-47812.86328125
629,8.525629997253418,-11997.44140625,-11888.3037109375,-24054.609375,23885.74609375,23897.658203125,-47910.3359375
630,8.563921928405762,-12033.953125,-11890.5859375,-24120.0390625,23924.5390625,23936.80078125,-48047.9375
631,8.649534225463867,-12063.2314453125,-11897.232421875,-24164.78515625,23960.46484375,23974.10546875,-48159.4453125
632,8.752647399902344,-12093.43359375,-11959.267578125,-24225.580078125,24052.701171875,24066.47265625,-48304.7421875
633,8.890351295471191,-12135.88671875,-11958.607421875,-24281.9609375,24094.494140625,24108.5546875,-48392.1484375
634,8.90129566192627,-12176.1669921875,-11995.703125,-24332.10546875,24171.87109375,24185.24609375,-48497.625
635,8.9918212890625,-12213.40234375,-11981.958984375,-24372.203125,24195.361328125,24208.6015625,-48615.390625
636,8.940560340881348,-12250.6123046875,-12020.703125,-24445.064453125,24271.31640625,24283.72265625,-48713.828125
637,8.917008399963379,-12277.04296875,-12067.6796875,-24493.69921875,24344.72265625,24358.275390625,-48839.7421875
638,8.895559310913086,-12308.59375,-12130.3203125,-24555.52734375,24438.9140625,24451.53125,-48939.58984375
639,8.895005226135254,-12336.552734375,-12122.9091796875,-24599.2109375,24459.4609375,24472.40234375,-49058.07421875
640,8.819746017456055,-12348.359375,-12165.376953125,-24657.994140625,24513.736328125,24527.556640625,-49178.359375
641,8.851495742797852,-12361.7021484375,-12173.7431640625,-24705.30078125,24535.4453125,24548.91796875,-49266.046875
642,8.819034576416016,-12382.892578125,-12159.7568359375,-24760.58984375,24542.6484375,24556.072265625,-49337.921875
643,8.712998390197754,-12417.396484375,-12271.30078125,-24811.03125,24688.697265625,24701.57421875,-49453.82421875
644,8.575418472290039,-12446.11328125,-12230.931640625,-24871.240234375,24677.044921875,24691.119140625,-49584.9140625
645,8.513276100158691,-12481.255859375,-12292.171875,-24925.904296875,24773.427734375,24786.888671875,-49697.3046875
646,8.50223445892334,-12509.357421875,-12286.16015625,-24981.2109375,24795.517578125,24808.771484375,-49765.90234375
647,8.360580444335938,-12524.69921875,-12344.513671875,-25032.0703125,24869.212890625,24882.39453125,-49866.34765625
648,8.472918510437012,-12545.0556640625,-12359.8642578125,-25087.66796875,24904.919921875,24917.283203125,-49979.41015625
649,8.509634971618652,-12559.251953125,-12371.02734375,-25140.4765625,24930.279296875,24943.7421875,-50094.63671875
650,8.645584106445312,-12571.2177734375,-12383.345703125,-25198.37109375,24954.5625,24968.25,-50157.48828125
651,8.926264762878418,-12582.982421875,-12437.6328125,-25252.701171875,25020.615234375,25035.130859375,-50257.234375
652,9.214920997619629,-12602.9853515625,-12491.234375,-25311.1640625,25094.21875,25107.8046875,-50326.1328125
653,9.695718765258789,-12606.59765625,-12506.7978515625,-25350.05078125,25113.39453125,25128.236328125,-50416.0078125
654,10.151498794555664,-12634.375,-12514.4609375,-25413.76953125,25148.8359375,25164.103515625,-50596.81640625
655,10.934943199157715,-12671.0849609375,-12524.9873046875,-25460.03515625,25196.072265625,25211.9453125,-50705.0703125
656,11.513437271118164,-12716.05078125,-12559.990234375,-25514.763671875,25276.041015625,25292.033203125,-50798.9609375
657,12.399398803710938,-12764.9892578125,-12603.09765625,-25574.712890625,25368.0859375,25384.044921875,-50951.6171875
658,13.289237022399902,-12795.8515625,-12596.4326171875,-25629.947265625,25392.28515625,25409.201171875,-51037.22265625
659,13.551745414733887,-12814.3828125,-12646.439453125,-25686.0546875,25460.822265625,25479.25,-51158.30078125
660,13.317490577697754,-12843.404296875,-12666.640625,-25738.453125,25510.044921875,25527.2578125,-51264.90625
661,13.168496131896973,-12859.462890625,-12682.12890625,-25795.53125,25541.591796875,25558.599609375,-51362.31640625
662,13.308602333068848,-12862.1982421875,-12739.583984375,-25856.4453125,25601.78125,25621.02734375,-51473.63671875
663,13.106195449829102,-12903.08203125,-12749.26171875,-25899.5390625,25652.34375,25670.046875,-51587.0234375
